,time,lat,long,download_speed,upload_speed,latency,connection_type,isp,day,date,day_type,session,temperature,climate,env_type,location,floor,mobility,movement_speed,gsm_asu,gsm_rssi,lte_rsrp,lte_rsrq,lte_rssnr,lte_cqi,lte_band,nr_rsrp,contributor
587,11:56,13.0128125,80.23573,326.5459899902344,4.9629998207092285,9,4G,Airtel,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,IT Department ,0,Slow Walking,0.45,0.0,-110.0,-98,-12,0,2147483647,3,-104.0,Yuvaraj 
588,11:57,13.0130505,80.2357229,336.7690124511719,6.995999813079834,10,4G,Airtel,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,IT Department ,0,Walking,1.07,0.0,-110.0,-102,-16,0,2147483647,3,-104.0,Yuvaraj 
589,11:57,13.0130889,80.2357266,336.7690124511719,6.995999813079834,10,4G,Airtel,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,IT Department ,0,Walking,1.01,0.0,-110.0,-96,-15,0,2147483647,3,-107.0,Yuvaraj 
590,11:57,13.013106,80.2357202,336.7690124511719,6.995999813079834,10,4G,Airtel,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,IT Department ,0,Walking,1.01,0.0,-110.0,-98,-16,0,2147483647,3,-107.0,Yuvaraj 
591,11:57,13.0131198,80.2357061,336.7690124511719,6.995999813079834,10,4G,Airtel,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,IT Department ,0,Walking,0.98,0.0,-110.0,-98,-16,0,2147483647,3,-107.0,Yuvaraj 
592,11:57,13.0132087,80.2351552,0.0,0.0,33,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Slow Walking,0.45,0.0,-110.0,-116,-18,0,0,40,-140.0,Hariharan
593,11:58,13.0132049,80.2351673,0.1420000046491623,0.0320000015199184,33,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,No movement,0.17,0.0,-110.0,-119,-19,0,0,40,-140.0,Hariharan
594,11:58,13.0132076,80.2351661,0.1420000046491623,0.0320000015199184,33,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Slow Walking,0.34,0.0,-110.0,-118,-19,0,0,40,-140.0,Hariharan
595,11:58,13.0132064,80.2351564,0.1420000046491623,0.0320000015199184,33,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Slow Walking,0.34,0.0,-110.0,-117,-18,0,0,40,-140.0,Hariharan
596,11:58,13.0132064,80.2351564,0.1420000046491623,0.0320000015199184,33,4G,Jio,Tuesday,17-09-2024,Weekday,Morning,35.49,scattered clouds,Free,PrintingDeptRoad,0,Walking,0.73,0.0,-110.0,-118,-19,0,0,40,-140.0,Hariharan
